game_id,time_elapsed,win_prob_A,win_prob_B,win_prob_neutral
401856577,0,0.6655472581856745,0.6655472581856745,0.5
401856577,1,0.6655472285067874,0.6655472285067874,0.5
401856577,2,0.6655472087199882,0.6655472087199882,0.5
401856577,3,0.665547194586132,0.665547194586132,0.5
401856577,4,0.6655387490214894,0.6655387490214894,0.5
401856577,5,0.6655555555555556,0.6655555555555556,0.5
401856577,6,0.665572362938458,0.665572362938458,0.5
401856577,7,0.6655891711702612,0.6655891711702612,0.5
401856577,8,0.6656059802510291,0.6656059802510291,0.5
401856577,9,0.6656227901808264,0.6656227901808264,0.5
401856577,10,0.6656396009597171,0.6656396009597171,0.5
401856577,11,0.6656564125877659,0.6656564125877659,0.5
401856577,12,0.6656564125877659,0.6656564125877659,0.5
401856577,13,0.6656564125877659,0.6656564125877659,0.5
401856577,14,0.6656311562357933,0.6656311562357933,0.5
401856577,15,0.6656058998838208,0.6656058998838208,0.5
401856577,16,0.6655806435318483,0.6655806435318483,0.5
401856577,17,0.6655553871798757,0.6655553871798757,0.5
401856577,18,0.6655301308279032,0.6655301308279032,0.5
401856577,19,0.6654879773691655,0.6654879773691655,0.5
401856577,20,0.6654458196514271,0.6654458196514271,0.5
401856577,21,0.6543587201938432,0.6780528569936279,0.48815293160010764
401856577,22,0.6542159050216235,0.6780320844437477,0.4880919102889379
401856577,23,0.6541079844555301,0.6780485254130935,0.4880297295212183
401856577,24,0.6539988968560397,0.6780920484575734,0.48795342419923315
401856577,25,0.6538684479284551,0.678085061805992,0.48789169306123154
401856577,26,0.6538174583436956,0.678148264653455,0.4878345968451203
401856577,27,0.6537823031376239,0.6782396472996378,0.487771327918993
401856577,28,0.6537907337619153,0.6783077125213507,0.4877415106202823
401856577,29,0.6538141239173884,0.678455830109734,0.4876791469038272
401856577,30,0.6538215408586294,0.6785799003716296,0.4876208202434999
401856577,31,0.6536948698635869,0.6787062706270627,0.48749429961826213
401856577,32,0.653479197560225,0.6789408248022644,0.4872691863789803
401856577,33,0.6532210526315789,0.6791282214444798,0.48704641559354955
401856577,34,0.65293587287276,0.6792472889644907,0.48684429195413464
401856577,35,0.6513057278891935,0.680600879203862,0.48535242434266573
401856577,36,0.6508580705009277,0.6808994236545174,0.48497932342320516
401856577,37,0.6502242152466368,0.6812491513917176,0.4844875319274596
401856577,38,0.6495946618279728,0.6815343929769078,0.4840301344255325
